CONCEPT	DOCULECT	COUNTERPART	TOKENS	CONCEPT_LIST
372	(3Sg human inalienable possessor)	Perge_Tegu	wò	w ò	DB
373	(3Sg human inalienable possessor)	Yorno_So	wó	w ó	DB
374	(3Sg human pronoun)	Jamsay_Douentza	wó	w ó	DB
375	(3Sg human pronoun)	Perge_Tegu	wó	w ó	DB
376	(3Sg human pronoun)	Tiranige	nà	n à	DB
377	(3Sg human pronoun)	Tiranige	náwⁿ	n á wⁿ	DB
378	(3Sg human pronoun)	Togo_Kan	wó	w ó	DB
379	(3Sg human pronoun)	Tomo_Kan_Segue	wó	w ó	DB
380	(3Sg human pronoun)	Toro_Tegu	wó	w ó	DB
381	(3Sg human pronoun)	Yorno_So	wó	w ó	DB
382	(3Sg human subject pronominal)	Togo_Kan	wó	w ó	DB
383	(3Sg human subject pronominal)	Toro_Tegu	wɔ́	w ɔ́	DB
384	(3Sg inanimate alienable possessor, all forms)	Jamsay_Douentza	kó	k ó	DB
385	(3Sg inanimate all-purpose possessor)	Ben_Tey	kú	k ú	DB
386	(3Sg inanimate all-purpose possessor)	Najamba	kó	k ó	DB
387	(3Sg inanimate all-purpose possessor)	Tomo_Kan_Segue	kò	k ò	DB
388	(3Sg inanimate all-purpose possessor)	Toro_Tegu	kɔ̀	k ɔ̀	DB
389	(3Sg inanimate inalienable possessor)	Jamsay_Douentza	kò	k ò	DB
390	(3Sg inanimate pronoun)	Ben_Tey	kú	k ú	DB
391	(3Sg inanimate pronoun)	Jamsay_Douentza	kɔ́	k ɔ́	DB
392	(3Sg inanimate pronoun)	Najamba	kó	k ó	DB
393	(3Sg inanimate pronoun)	Nanga	kú	k ú	DB
394	(3Sg inanimate pronoun)	Perge_Tegu	kó	k ó	DB
395	(3Sg inanimate pronoun)	Tebul_Ure	kú	k ú	DB
396	(3Sg inanimate pronoun)	Togo_Kan	kó	k ó	DB
397	(3Sg inanimate pronoun)	Tomo_Kan_Segue	kó	k ó	DB
398	(3Sg inanimate pronoun)	Toro_Tegu	kó	k ó	DB
399	(3Sg inanimate pronoun)	Yanda_Dom	kó	k ó	DB
400	(3Sg inanimate subject pronominal)	Jamsay_Douentza	kɔ	k ɔ	DB
401	(3Sg inanimate subject pronominal)	Togo_Kan	kó	k ó	DB
402	(3Sg inanimate subject pronominal)	Toro_Tegu	=kɔ́	k ɔ́	DB
403	(Accusative)	Ampari	gí	ɡ í	DB
404	(Accusative)	Ben_Tey	=ǹ	ǹ	DB
405	(Accusative)	Ben_Tey	=nì	n ì	DB
406	(Accusative)	Bunoge	ŋgù	ŋ ɡ ù	DB
407	(Accusative)	Najamba	gì	ɡ ì	DB
408	(Accusative)	Nanga	ŋ	ŋ	DB
409	(Accusative)	Penange	ŋ	ŋ	DB
410	(Accusative)	Tebul_Ure	gì	ɡ ì	DB
411	(Accusative)	Tiranige	gì	ɡ ì	DB
412	(Accusative)	Tomo_Kan_Segue	lí	l í	DB
413	(Accusative)	Yanda_Dom	ì:	ìː	DB
414	(Accusative)	Yanda_Dom	ỳ	j̀	DB
415	(Accusative)	Yorno_So	ỳ	j̀	DB
416	(adjectival class suffixes if different from nouns)	Ampari	bó	b ó	DB
417	(adjectival class suffixes if different from nouns)	Ben_Tey	w	w	DB
418	(adjectival class suffixes if different from nouns)	Tebul_Ure	go	ɡ o	DB
419	(adjectival class suffixes if different from nouns)	Tebul_Ure	gɔ	ɡ ɔ	DB
420	(adjectival class suffixes if different from nouns)	Tebul_Ure	ŋgo	ŋ ɡ o	DB
421	(adjectival class suffixes if different from nouns)	Tebul_Ure	ŋgɔ	ŋ ɡ ɔ	DB
422	(animate plural suffix including human, nouns)	Najamba	mbo	m b o	DB
423	(animate plural suffix including human, nouns)	Tebul_Ure	mbo	m b o	DB
424	(animate plural suffix including human, nouns)	Tebul_Ure	mbɔ	m b ɔ	DB
425	(animate plural suffix including human, nouns)	Yanda_Dom	mù	m ù	DB
426	(animate singular suffix including humans, nouns)	Bankan_Tey	m	m	DB
427	(animate singular suffix including humans, nouns)	Ben_Tey	m	m	DB
428	(animate singular suffix including humans, nouns)	Nanga	ŋ	ŋ	DB
429	(causative suffix, with minor variants parenthesized)	Ampari	mi	m i	DB
430	(causative suffix, with minor variants parenthesized)	Ben_Tey	wv́	w v́	DB
431	(causative suffix, with minor variants parenthesized)	Bunoge	mì	m ì	DB
432	(causative suffix, with minor variants parenthesized)	Jamsay_Douentza	wv́	w v́	DB
433	(causative suffix, with minor variants parenthesized)	Najamba	m	m	DB
434	(causative suffix, with minor variants parenthesized)	Nanga	mí	m í	DB
435	(causative suffix, with minor variants parenthesized)	Penange	mì	m ì	DB
436	(causative suffix, with minor variants parenthesized)	Perge_Tegu	wv́	w v́	DB
437	(causative suffix, with minor variants parenthesized)	Tebul_Ure	m	m	DB
438	(causative suffix, with minor variants parenthesized)	Tiranige	m	m	DB
439	(causative suffix, with minor variants parenthesized)	Togo_Kan	mv	m v	DB
440	(causative suffix, with minor variants parenthesized)	Tomo_Kan_Segue	mí	m í	DB
441	(causative suffix, with minor variants parenthesized)	Tomo_Kan_Segue	rí	r í	DB
442	(causative suffix, with minor variants parenthesized)	Toro_Tegu	kv́	k v́	DB
443	(causative suffix, with minor variants parenthesized)	Toro_Tegu	mv́	m v́	DB
444	(causative suffix, with minor variants parenthesized)	Yanda_Dom	mɛ́	m ɛ́	DB
445	(causative suffix, with minor variants parenthesized)	Yanda_Dom	mɔ́	m ɔ́	DB
446	(Dative postposition)	Ampari	ga	ɡ a	DB
447	(Dative postposition)	Ben_Tey	mà:	m àː	DB
448	(Dative postposition)	Ben_Tey	mâ:	m âː	DB
449	(Dative postposition)	Jamsay_Douentza	lè	l è	DB
450	(Dative postposition)	Najamba	mà	m à	DB
451	(Dative postposition)	Nanga	bay	b a j	DB
452	(Dative postposition)	Perge_Tegu	lè	l è	DB
453	(Dative postposition)	Togo_Kan	=ǹ	ǹ	DB
454	(Dative postposition)	Togo_Kan	nì	n ì	DB
455	(Dative postposition)	Tomo_Kan_Segue	ló	l ó	DB
456	(Dative postposition)	Tomo_Kan_Segue	wá	w á	DB
457	(Dative postposition)	Toro_Tegu	dé	d é	DB
458	(Dative postposition)	Toro_Tegu	dè	d è	DB
459	(Dative postposition)	Yanda_Dom	bènà	b è n à	DB
460	(Dative postposition)	Yorno_So	le	l e	DB
461	(definite, invariant morpheme)	Ben_Tey	kù	k ù	DB
462	(definite, invariant morpheme)	Bunoge	nɔ̀	n ɔ̀	DB
463	(definite, invariant morpheme)	Jamsay_Douentza	kùⁿ	k ùⁿ	DB
464	(definite, invariant morpheme)	Penange	è	è	DB
465	(definite, invariant morpheme)	Perge_Tegu	kùⁿ	k ùⁿ	DB
466	(definite, invariant morpheme)	Perge_Tegu	ŋ̀	ŋ̀	DB
467	(definite, invariant morpheme)	Tebul_Ure	ǹ	ǹ	DB
468	(definite, invariant morpheme)	Tiranige	rì	r ì	DB
469	(definite, invariant morpheme)	Yorno_So	gɔ̀	ɡ ɔ̀	DB
470	(definite, invariant morpheme)	Yorno_So	ŋɛ̀	ŋ ɛ̀	DB
471	(definite, showing agreement, all forms)	Nanga	nɛ́	n ɛ́	DB
472	(definite, showing agreement, all forms)	Toro_Tegu	kúnú	k ú n ú	DB
473	(definite, showing agreement, all forms)	Yanda_Dom	gɛ̀	ɡ ɛ̀	DB
474	(defocalized simple perfective: ending, tone)	Tebul_Ure	ɛ̀:	ɛ̀ː	DB
475	(defocalized simple perfective: ending, tone)	Toro_Tegu	sɔ̀	s ɔ̀	DB
476	(e.g. bird) fly	Ampari	kíríyò	k í r í j ò	DB
477	(e.g. bird) fly	Bankan_Tey	kísíyé	k í s í j é	DB
478	(e.g. bird) fly	Ben_Tey	kísíyé	k í s í j é	DB
479	(e.g. bird) fly	Bunoge	píllè	p í l l è	DB
480	(e.g. bird) fly	Gourou	píré	p í r é	DB
481	(e.g. bird) fly	Jamsay_Douentza	círé	tʃ í r é	DB
482	(e.g. bird) fly	Mombo	pílyê:	p í l j êː	DB
483	(e.g. bird) fly	Najamba	pílíy	p í l í j	DB
484	(e.g. bird) fly	Najamba	pìlìyè	p ì l ì j è	DB
485	(e.g. bird) fly	Najamba	píríy	p í r í j	DB
486	(e.g. bird) fly	Najamba	pìrìyè	p ì r ì j è	DB
487	(e.g. bird) fly	Nanga	kísíyé	k í s í j é	DB
488	(e.g. bird) fly	Penange	pírígè	p í r í ɡ è	DB
489	(e.g. bird) fly	Perge_Tegu	kíríyé	k í r í j é	DB
490	(e.g. bird) fly	Tebul_Ure	cíllí:	tʃ í l l íː	DB
491	(e.g. bird) fly	Tiranige	pílíyó	p í l í j ó	DB
492	(e.g. bird) fly	Togo_Kan	kìrí kírì:	k ì r í 	DB
493	(e.g. bird) fly	Tommo_So	kíílíyé	k íː l í j é	DB
494	(e.g. bird) fly	Toro_Tegu	círó	tʃ í r ó	DB
495	(e.g. bird) fly	Toro_Tegu	círú	tʃ í r ú	DB
496	(e.g. bird) fly	Yanda_Dom	kílíyé	k í l í j é	DB
497	(e.g. bird) fly	Yanda_Dom	kílíyélì	k í l í j é l ì	DB
498	(e.g. bird) fly	Yorno_So	kílɛ́:	k í l ɛ́ː	DB
499	(e.g. bird) fly	Yorno_So	kílí:	k í l íː	DB
500	(e.g. tire, balloon) be inflated	Bangime	píndù pìndù	p í n d ù 	DB,SW
501	(e.g. tire, balloon) be inflated	Bankan_Tey	bá	b á	DB,SW
502	(e.g. tire, balloon) be inflated	Ben_Tey	píté	p í t é	DB,SW
503	(e.g. tire, balloon) be inflated	Bunoge	ʔámmɛ̀	ʔ á m m ɛ̀	DB,SW
504	(e.g. tire, balloon) be inflated	Jamsay_Douentza	píté	p í t é	DB,SW
505	(e.g. tire, balloon) be inflated	Mombo	yá:lé túlé	j áː l é 	DB,SW
506	(e.g. tire, balloon) be inflated	Najamba	píbíy	p í b í j	DB,SW
507	(e.g. tire, balloon) be inflated	Najamba	pìbìyè	p ì b ì j è	DB,SW
508	(e.g. tire, balloon) be inflated	Nanga	píríyé	p í r í j é	DB,SW
509	(e.g. tire, balloon) be inflated	Penange	pújúlgè	p ú dʒ ú l ɡ è	DB,SW
510	(e.g. tire, balloon) be inflated	Perge_Tegu	píté	p í t é	DB,SW
511	(e.g. tire, balloon) be inflated	Togo_Kan	pídé	p í d é	DB,SW
512	(e.g. tire, balloon) be inflated	Tommo_So	údú yóó	ú d ú 	DB,SW
513	(e.g. tire, balloon) be inflated	Toro_Tegu	zó	z ó	DB,SW
514	(e.g. tire, balloon) be inflated	Toro_Tegu	zú	z ú	DB,SW
515	(e.g. tire, balloon) be inflated	Yorno_So	újù yó:	ú dʒ ù 	DB,SW
516	(Existential particle, with 'be' and 'have')	Ampari	ǎⁿ	ǎⁿ	DB
517	(Existential particle, with 'be' and 'have')	Bankan_Tey	yá	j á	DB
518	(Existential particle, with 'be' and 'have')	Ben_Tey	yá	j á	DB
519	(Existential particle, with 'be' and 'have')	Bunoge	bò	b ò	DB
520	(Existential particle, with 'be' and 'have')	Dogul_Dom	yò	j ò	DB
521	(Existential particle, with 'be' and 'have')	Jamsay_Douentza	yɛ́	j ɛ́	DB
522	(Existential particle, with 'be' and 'have')	Jamsay_Douentza	yɔ́	j ɔ́	DB
523	(Existential particle, with 'be' and 'have')	Mombo	ò	ò	DB
524	(Existential particle, with 'be' and 'have')	Nanga	yá	j á	DB
525	(Existential particle, with 'be' and 'have')	Penange	ɛ̀	ɛ̀	DB
526	(Existential particle, with 'be' and 'have')	Penange	ɛ̀ⁿ	ɛ̀ⁿ	DB
527	(Existential particle, with 'be' and 'have')	Perge_Tegu	yá	j á	DB
528	(Existential particle, with 'be' and 'have')	Tebul_Ure	yé	j é	DB
529	(Existential particle, with 'be' and 'have')	Tiranige	é	é	DB
530	(Existential particle, with 'be' and 'have')	Tiranige	è	è	DB
531	(Existential particle, with 'be' and 'have')	Togo_Kan	yɛ́	j ɛ́	DB
532	(Existential particle, with 'be' and 'have')	Togo_Kan	yɔ́	j ɔ́	DB
533	(Existential particle, with 'be' and 'have')	Tommo_So	yé	j é	DB
534	(Existential particle, with 'be' and 'have')	Toro_Tegu	á	á	DB
535	(Existential particle, with 'be' and 'have')	Yanda_Dom	yà	j à	DB
536	(Existential particle, with 'be' and 'have')	Yorno_So	yá	j á	DB
537	(focus morpheme after focalized NP)	Ben_Tey	=m̀	m̀	DB
538	(focus morpheme after focalized NP)	Jamsay_Douentza	=ỳ	j̀	DB
539	(focus morpheme after focalized NP)	Najamba	yà:	j àː	DB
540	(focus morpheme after focalized NP)	Tiranige	yó	j ó	DB
541	(focus morpheme after focalized NP)	Tiranige	wó	w ó	DB
542	(focus morpheme after focalized NP)	Tiranige	=ẁⁿ	ẁⁿ	DB
543	(focus morpheme after focalized NP)	Tomo_Kan_Segue	yɛ̀	j ɛ̀	DB
544	(focus morpheme after focalized NP)	Toro_Tegu	kɔ̀	k ɔ̀	DB
545	(focus morpheme after focalized NP)	Yorno_So	=y	j	DB
546	(frozen nominal suffixes)	Bunoge	gè	ɡ è	DB
547	(frozen nominal suffixes)	Bunoge	ŋgè	ŋ ɡ è	DB
548	(frozen nominal suffixes)	Penange	ŋge	ŋ ɡ e	DB
549	(frozen nominal suffixes)	Tebul_Ure	gé	ɡ é	DB
550	(frozen nominal suffixes)	Tebul_Ure	go	ɡ o	DB
551	(frozen nominal suffixes)	Tebul_Ure	gɔ	ɡ ɔ	DB
552	(frozen nominal suffixes)	Tebul_Ure	ŋgé	ŋ ɡ é	DB
553	(frozen nominal suffixes)	Tebul_Ure	ŋgɛ́	ŋ ɡ ɛ́	DB
554	(frozen nominal suffixes)	Tebul_Ure	ŋgí	ŋ ɡ í	DB
555	(frozen nominal suffixes)	Tebul_Ure	ŋgó	ŋ ɡ ó	DB
556	(frozen nominal suffixes)	Tiranige	ŋge	ŋ ɡ e	DB
557	(frozen nominal suffixes)	Yanda_Dom	ge	ɡ e	DB
558	(future negative suffix)	Najamba	ndí	n d í	DB
559	(future positive suffix, not also present)	Najamba	m̀bô	m̀ b ô	DB
560	(future positive suffix, not also present)	Togo_Kan	jà sá	dʒ à 	DB
561	(future positive suffix, not also present)	Toro_Tegu	yàrà	j à r à	DB
562	(future positive suffix, not also present)	Yanda_Dom	zà	z à	DB
563	(future-time same-subject anterior subordinator, e.g. before imperative)	Ampari	èná	è n á	DB
564	(future-time same-subject anterior subordinator, e.g. before imperative)	Ben_Tey	=náyⁿ	n á jⁿ	DB
565	(future-time same-subject anterior subordinator, e.g. before imperative)	Bunoge	nè	n è	DB
566	(future-time same-subject anterior subordinator, e.g. before imperative)	Bunoge	nɛ̀	n ɛ̀	DB
567	(future-time same-subject anterior subordinator, e.g. before imperative)	Najamba	nɛ̀	n ɛ̀	DB
568	(future-time same-subject anterior subordinator, e.g. before imperative)	Nanga	gáy	ɡ á j	DB
569	(future-time same-subject anterior subordinator, e.g. before imperative)	Nanga	ndé	n d é	DB
570	(future-time same-subject anterior subordinator, e.g. before imperative)	Penange	nɛ̀	n ɛ̀	DB
571	(future-time same-subject anterior subordinator, e.g. before imperative)	Tebul_Ure	nɛ́	n ɛ́	DB
572	(future-time same-subject anterior subordinator, e.g. before imperative)	Togo_Kan	dè	d è	DB
573	(future-time same-subject anterior subordinator, e.g. before imperative)	Yanda_Dom	ɛ́:	ɛ́ː	DB
574	(general imperfective positive suffix, present and future, for all persons)	Penange	bo	b o	DB
575	(general imperfective positive suffix, present and future, for all persons)	Tiranige	bò	b ò	DB
576	(general imperfective positive suffix, present and future, for all persons)	Tiranige	wò	w ò	DB
577	(general imperfective positive suffix, present and future, for all persons)	Togo_Kan	jú	dʒ ú	DB
578	(general imperfective positive suffix, present and future, for all persons)	Togo_Kan	ɲú	ɲ ú	DB
579	(general imperfective positive suffix, present and future, for all persons)	Tomo_Kan_Segue	só	s ó	DB
580	(general imperfective positive suffix, present and future, for all persons)	Yanda_Dom	m̀	m̀	DB
581	(general imperfective positive suffix, present and future, for all persons)	Yorno_So	jɛ̀	dʒ ɛ̀	DB
582	(general imperfective positive, present and future, for 1st/2nd persons only)	Ampari	m	m	DB
583	(general imperfective positive, present and future, for 1st/2nd persons only)	Nanga	m̀	m̀	DB
584	(general imperfective positive, present and future, for 1st/2nd persons only)	Tebul_Ure	m̀nɛ̀	m̀ n ɛ̀	DB
585	(general imperfective positive, present and future, for 1st/2nd persons only)	Tebul_Ure	m̀nù	m̀ n ù	DB
586	(general imperfective positive, present and future, for 3Sg only)	Ben_Tey	m̀	m̀	DB
587	(general imperfective positive, present and future, for 3Sg only)	Nanga	ŋ̀	ŋ̀	DB
588	(general imperfective positive, present and future, for 3Sg only)	Tebul_Ure	m̀dɔ̀	m̀ d ɔ̀	DB
589	(hortative negative Sg suffix)	Ben_Tey	rɛ̀ḿ	r ɛ̀ ḿ	DB
590	(hortative negative Sg suffix)	Jamsay_Douentza	ý lám	j́ 	DB
591	(hortative negative Sg suffix)	Najamba	làý	l à j́	DB
592	(hortative negative Sg suffix)	Najamba	nɔ̂:ỳ	n ɔ̂ː j̀	DB
593	(hortative negative Sg suffix)	Nanga	rámá	r á m á	DB
594	(hortative negative Sg suffix)	Nanga	rámàyⁿ	r á m à jⁿ	DB
595	(hortative negative Sg suffix)	Penange	ndéyⁿ	n d é jⁿ	DB
596	(hortative negative Sg suffix)	Tebul_Ure	mɔ̂l	m ɔ̂ l	DB
597	(hortative negative Sg suffix)	Tiranige	lâyⁿ	l â jⁿ	DB
598	(hortative negative Sg suffix)	Togo_Kan	mlé	m l é	DB
599	(hortative negative Sg suffix)	Tomo_Kan_Segue	mìní	m ì n í	DB
600	(hortative negative Sg suffix)	Toro_Tegu	á í	á 	DB
601	(hortative negative Sg suffix)	Yanda_Dom	mela	m e l a	DB
602	(hortative negative Sg suffix)	Yorno_So	mɔ̀nɔ̀ŋì:	m ɔ̀ n ɔ̀ ŋ ìː	DB
603	(hortative positive suffix, for you-Pl and me)	Ampari	ǹyà	ǹ j à	DB
604	(hortative positive suffix, for you-Pl and me)	Ben_Tey	mâyⁿ	m â jⁿ	DB
605	(hortative positive suffix, for you-Pl and me)	Bunoge	ỳⁿ	j̀ⁿ	DB
606	(hortative positive suffix, for you-Pl and me)	Jamsay_Douentza	mâyⁿ	m â jⁿ	DB
607	(hortative positive suffix, for you-Pl and me)	Najamba	ỳ	j̀	DB
608	(hortative positive suffix, for you-Pl and me)	Nanga	màyⁿ	m à jⁿ	DB
609	(hortative positive suffix, for you-Pl and me)	Penange	éyⁿyà	é jⁿ j à	DB
610	(hortative positive suffix, for you-Pl and me)	Perge_Tegu	mî:	m îː	DB
611	(hortative positive suffix, for you-Pl and me)	Perge_Tegu	wây	w â j	DB
612	(hortative positive suffix, for you-Pl and me)	Tebul_Ure	mɔ́ǹ	m ɔ́ ǹ	DB
613	(hortative positive suffix, for you-Pl and me)	Tiranige	yàyⁿ	j à jⁿ	DB
614	(hortative positive suffix, for you-Pl and me)	Togo_Kan	máỳ	m á j̀	DB
615	(hortative positive suffix, for you-Pl and me)	Tomo_Kan_Segue	mà:y	m àː j	DB
616	(hortative positive suffix, for you-Pl and me)	Yanda_Dom	man	m a n	DB
617	(hortative positive suffix, for you-Pl and me)	Yorno_So	mɔ̀y	m ɔ̀ j	DB
618	(hortative positive suffix, for you-Sg and me)	Ampari	ǹyà	ǹ j à	DB
619	(hortative positive suffix, for you-Sg and me)	Ben_Tey	ḿ	ḿ	DB
620	(hortative positive suffix, for you-Sg and me)	Bunoge	ỳⁿ	j̀ⁿ	DB
621	(hortative positive suffix, for you-Sg and me)	Jamsay_Douentza	ḿ	ḿ	DB
622	(hortative positive suffix, for you-Sg and me)	Najamba	ý	j́	DB
623	(hortative positive suffix, for you-Sg and me)	Nanga	má	m á	DB
624	(hortative positive suffix, for you-Sg and me)	Penange	éyⁿ	é jⁿ	DB
625	(hortative positive suffix, for you-Sg and me)	Perge_Tegu	ŋ́	ŋ́	DB
626	(hortative positive suffix, for you-Sg and me)	Tebul_Ure	mɔ́	m ɔ́	DB
627	(hortative positive suffix, for you-Sg and me)	Tiranige	ŷⁿ	ĵⁿ	DB
628	(hortative positive suffix, for you-Sg and me)	Togo_Kan	má	m á	DB
629	(hortative positive suffix, for you-Sg and me)	Tomo_Kan_Segue	mà	m à	DB
630	(hortative positive suffix, for you-Sg and me)	Yanda_Dom	ma	m a	DB
631	(hortative positive suffix, for you-Sg and me)	Yorno_So	mɔ̀	m ɔ̀	DB
632	(human plural suffix excluding animals, nouns)	Dogul_Dom	wÈ	w ɛ̀	DB
633	(human plural suffix excluding animals, nouns)	Jamsay_Douentza	m	m	DB
634	(human plural suffix excluding animals, nouns)	Jamsay_Mondoro	m	m	DB
635	(human plural suffix excluding animals, nouns)	Perge_Tegu	m	m	DB
636	(human plural suffix excluding animals, nouns)	Tommo_So	m	m	DB
637	(human plural suffix excluding animals, nouns)	Toro_Tegu	ḿ	ḿ	DB
638	(human plural suffix excluding animals, nouns)	Toro_Tegu	mú	m ú	DB
639	(human plural suffix excluding animals, nouns)	Yorno_So	m	m	DB
640	(human singular suffix excluding animals, nouns)	Jamsay_Douentza	n	n	DB
641	(human singular suffix excluding animals, nouns)	Jamsay_Mondoro	n	n	DB
642	(human singular suffix excluding animals, nouns)	Perge_Tegu	n	n	DB
643	(human singular suffix excluding animals, nouns)	Perge_Tegu	rⁿu	rⁿ u	DB
644	(human singular suffix excluding animals, nouns)	Tommo_So	nɛ	n ɛ	DB
645	(human singular suffix excluding animals, nouns)	Toro_Tegu	ń	ń	DB
646	(human singular suffix excluding animals, nouns)	Toro_Tegu	nú	n ú	DB
647	(human singular suffix excluding animals, nouns)	Toro_Tegu	rⁿú	rⁿ ú	DB
648	(human singular suffix excluding animals, nouns)	Yorno_So	nɛ́	n ɛ́	DB
649	(Imperative positive Pl suffix)	Ben_Tey	ǹ	ǹ	DB
650	(Imperative positive Pl suffix)	Ben_Tey	nì	n ì	DB
651	(Imperative positive Pl suffix)	Bunoge	y	j	DB
652	(Imperative positive Pl suffix)	Jamsay_Douentza	ỳ	j̀	DB
653	(Imperative positive Pl suffix)	Najamba	m̀	m̀	DB
654	(Imperative positive Pl suffix)	Nanga	ndì	n d ì	DB
655	(Imperative positive Pl suffix)	Penange	áyⁿ	á jⁿ	DB
656	(Imperative positive Pl suffix)	Perge_Tegu	ỳ	j̀	DB
657	(Imperative positive Pl suffix)	Tebul_Ure	ǹ	ǹ	DB
658	(Imperative positive Pl suffix)	Tiranige	ŷⁿ	ĵⁿ	DB
659	(Imperative positive Pl suffix)	Togo_Kan	ỳ	j̀	DB
660	(Imperative positive Pl suffix)	Tomo_Kan_Segue	y	j	DB
661	(Imperative positive Pl suffix)	Yanda_Dom	ǹ	ǹ	DB
662	(Imperative positive Pl suffix)	Yorno_So	ỳ	j̀	DB
663	(imperfective negative for 3Sg only)	Ampari	ro	r o	DB
664	(imperfective negative for 3Sg only)	Nanga	ŋɔ̀:	ŋ ɔ̀ː	DB
665	(imperfective negative for 3Sg only)	Penange	ndí	n d í	DB
666	(imperfective negative for 3Sg only)	Tebul_Ure	ŋgò:	ŋ ɡ òː	DB
667	(imperfective negative for 3Sg only)	Yanda_Dom	nán	n á n	DB
668	(imperfective negative for 3Sg only)	Yanda_Dom	rán	r á n	DB
669	(imperfective negative stem for 1st/2nd persons only)	Ampari	nù	n ù	DB
670	(imperfective negative stem for 1st/2nd persons only)	Nanga	ŋɔ̀	ŋ ɔ̀	DB
671	(imperfective negative stem for 1st/2nd persons only)	Penange	lì	l ì	DB
672	(imperfective negative stem for 1st/2nd persons only)	Tebul_Ure	ŋì	ŋ ì	DB
673	(imperfective negative stem for 1st/2nd persons only)	Tebul_Ure	ŋù	ŋ ù	DB
674	(imperfective negative stem for 1st/2nd persons only)	Yanda_Dom	náɲ	n á ɲ	DB
675	(imperfective negative stem for 1st/2nd persons only)	Yanda_Dom	ráɲ	r á ɲ	DB
676	(imperfective negative suffix, all persons)	Ampari	rù	r ù	DB
677	(imperfective negative suffix, all persons)	Ben_Tey	dó	d ó	DB
678	(imperfective negative suffix, all persons)	Bunoge	lɔ̀	l ɔ̀	DB
679	(imperfective negative suffix, all persons)	Jamsay_Douentza	gó	ɡ ó	DB
680	(imperfective negative suffix, all persons)	Jamsay_Mondoro	gó	ɡ ó	DB
681	(imperfective negative suffix, all persons)	Najamba	ndi	n d i	DB
682	(imperfective negative suffix, all persons)	Nanga	ŋɔ̀	ŋ ɔ̀	DB
683	(imperfective negative suffix, all persons)	Perge_Tegu	ló	l ó	DB
684	(imperfective negative suffix, all persons)	Tiranige	râ	r â	DB
685	(imperfective negative suffix, all persons)	Togo_Kan	rò	r ò	DB
686	(imperfective negative suffix, all persons)	Tommo_So	lè	l è	DB
687	(imperfective negative suffix, all persons)	Toro_Tegu	nó	n ó	DB
688	(imperfective negative suffix, all persons)	Toro_Tegu	rⁿó	rⁿ ó	DB
689	(imperfective negative suffix, all persons)	Yanda_Dom	nán	n á n	DB
690	(imperfective negative suffix, all persons)	Yanda_Dom	rán	r á n	DB
691	(imperfective negative suffix, all persons)	Yorno_So	lɛ̀	l ɛ̀	DB
692	(inanimate singular suffix, nouns)	Najamba	go	ɡ o	DB
693	(inanimate singular suffix, nouns)	Najamba	ŋge	ŋ ɡ e	DB
694	(inanimate singular suffix, nouns)	Najamba	ŋgo	ŋ ɡ o	DB
695	(inanimate singular suffix, nouns)	Tebul_Ure	go	ɡ o	DB
696	(inanimate singular suffix, nouns)	Tebul_Ure	gɔ	ɡ ɔ	DB
697	(indirect hortative suffix distinct from regular hortative, as in 'he said, let's go!')	Nanga	ŋ́	ŋ́	DB
698	(indirect hortative suffix distinct from regular hortative, as in 'he said, let's go!')	Tebul_Ure	ḿ	ḿ	DB
699	(indirect imperative suffix distinct from regular imperative, as in 'may God...')	Ampari	é	é	DB
700	(indirect imperative suffix distinct from regular imperative, as in 'may God...')	Ben_Tey	ý	j́	DB
701	(indirect imperative suffix distinct from regular imperative, as in 'may God...')	Ben_Tey	ỳ	j̀	DB
702	(indirect imperative suffix distinct from regular imperative, as in 'may God...')	Bunoge	yè	j è	DB
703	(indirect imperative suffix distinct from regular imperative, as in 'may God...')	Bunoge	yɛ̀	j ɛ̀	DB
